Employee Name,Client,Project,Service,Start Date,End Date,Start Time,End Time,Number of hours,Amount
Alexis Joseph,Zelma Rose,Zelma Rose-Website Design,Website Design,6/1/26,6/1/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/1/26,6/1/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/1/26,6/1/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Circus Bella,Circus Bella-Website Design,Website Design,6/1/26,6/1/26,9:00:00 AM,12:00:00 PM,3,750
Ariana Wolf,Zelma Rose,Zelma Rose-Website Design,Website Design,6/1/26,6/1/26,12:00:00 PM,4:00:00 PM,4,1000
Brittany Luby,Bash Please,Bash Please-1-pagers,1-pagers,6/1/26,6/1/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Zelma Rose,Zelma Rose-Website Design,Website Design,6/1/26,6/1/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Alameda Health System,Alameda Health System-Website Design,Website Design,6/1/26,6/1/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Zelma Rose,Zelma Rose-Website Design,Website Design,6/1/26,6/1/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Zelma Rose,Zelma Rose-Book Design,Book Design,6/1/26,6/1/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/1/26,6/1/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,6/1/26,6/1/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Zelma Rose,Zelma Rose-Website Design,Website Design,6/1/26,6/1/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,SF Design Build,SF Design Build-1-pagers,1-pagers,6/1/26,6/1/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Circus Bella,Circus Bella-Website Design,Website Design,6/1/26,6/1/26,1:00:00 PM,2:00:00 PM,1,150
Priscilla Vega,SF Design Build,SF Design Build-Website Design,Website Design,6/1/26,6/1/26,2:00:00 PM,5:00:00 PM,3,450
Alexis Joseph,Zelma Rose,Zelma Rose-Website Design,Website Design,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,Alameda Health System,Alameda Health System-Business Development/Executive Coaching,Business Development/Executive Coaching,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,800
Ariana Wolf,SF Design Build,SF Design Build-Website Design,Website Design,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Zelma Rose,Zelma Rose-Website Design,Website Design,6/2/26,6/2/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Kentik,Kentik-Website Design,Website Design,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Zelma Rose,Zelma Rose-Website Design,Website Design,6/2/26,6/2/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Bash Please,Bash Please-1-pagers,1-pagers,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,SF Design Build,SF Design Build-1-pagers,1-pagers,6/2/26,6/2/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/2/26,6/2/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Website Design,Website Design,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Zelma Rose,Zelma Rose-Website Design,Website Design,6/2/26,6/2/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Bash Please,Bash Please-1-pagers,1-pagers,6/2/26,6/2/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Zelma Rose,Zelma Rose-Website Design,Website Design,6/2/26,6/2/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/3/26,6/3/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/3/26,6/3/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,UC Berkeley,UC Berkeley-Website Design,Website Design,6/3/26,6/3/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Zelma Rose,Zelma Rose-Website Design,Website Design,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,SF Design Build,SF Design Build-1-pagers,1-pagers,6/3/26,6/3/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Circus Bella,Circus Bella-Website Design,Website Design,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,SF Design Build,SF Design Build-1-pagers,1-pagers,6/3/26,6/3/26,9:00:00 AM,11:00:00 AM,2,200
Eliza Auseillo,Kentik,Kentik-Website Design,Website Design,6/3/26,6/3/26,11:00:00 AM,1:00:00 PM,2,200
Eliza Auseillo,Zelma Rose,Zelma Rose-Website Design,Website Design,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Amanda Hunt,Amanda Hunt-Book Design,Book Design,6/3/26,6/3/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,6/3/26,6/3/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Zelma Rose,Zelma Rose-Website Design,Website Design,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Zelma Rose,Zelma Rose-Book Design,Book Design,6/3/26,6/3/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Zelma Rose,Zelma Rose-Website Design,Website Design,6/3/26,6/3/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Social Graphics,Social Graphics,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Zelma Rose,Zelma Rose-Website Design,Website Design,6/4/26,6/4/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,800
Ariana Wolf,Circus Bella,Circus Bella-Website Design,Website Design,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Kentik,Kentik-Website Design,Website Design,6/4/26,6/4/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Zelma Rose,Zelma Rose-Website Design,Website Design,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,600
Eliza Auseillo,Bash Please,Bash Please-1-pagers,1-pagers,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Zelma Rose,Zelma Rose-Website Design,Website Design,6/4/26,6/4/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Kentik,Kentik-Design System Application,Design System Application,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/4/26,6/4/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,UC Berkeley,UC Berkeley-Website Design,Website Design,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Website Design,Website Design,6/4/26,6/4/26,1:00:00 PM,5:30:00 PM,4.5,787.5
Matt Meickle,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/4/26,6/4/26,5:30:00 PM,7:30:00 PM,2,350
Priscilla Vega,Apple Education,Apple Education-Website Design,Website Design,6/4/26,6/4/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Zelma Rose,Zelma Rose-Website Design,Website Design,6/4/26,6/4/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Alameda Health System,Alameda Health System-Website Design,Website Design,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Zelma Rose,Zelma Rose-Website Design,Website Design,6/5/26,6/5/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/5/26,6/5/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Business Development/Executive Coaching,Business Development/Executive Coaching,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Zelma Rose,Zelma Rose-Website Design,Website Design,6/5/26,6/5/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Kentik,Kentik-Website Design,Website Design,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Zelma Rose,Zelma Rose-Website Design,Website Design,6/5/26,6/5/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Zelma Rose,Zelma Rose-Website Design,Website Design,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,400
Katrina McHugh,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/5/26,6/5/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Circus Bella,Circus Bella-Website Design,Website Design,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,6/5/26,6/5/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,SF Design Build,SF Design Build-1-pagers,1-pagers,6/5/26,6/5/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Zelma Rose,Zelma Rose-Website Design,Website Design,6/5/26,6/5/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Design System Application,Design System Application,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Design System Application,Design System Application,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,600
Brittany Luby,SF Design Build,SF Design Build-1-pagers,1-pagers,6/8/26,6/8/26,1:00:00 PM,4:00:00 PM,3,450
Eliza Auseillo,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Kentik,Kentik-Design System Application,Design System Application,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,Kentik,Kentik-Design System Application,Design System Application,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Kentik,Kentik-Website Design,Website Design,6/8/26,6/8/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Apple Education,Apple Education-Website Design,Website Design,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,600
Eliza Auseillo,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Design System Application,Design System Application,6/9/26,6/9/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,UC Berkeley,UC Berkeley-Presentations,Presentations,6/9/26,6/9/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Alameda Health System,Alameda Health System-Website Design,Website Design,6/9/26,6/9/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Alameda Health System,Alameda Health System-Website Design,Website Design,6/10/26,6/10/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,UC Berkeley,UC Berkeley-Presentations,Presentations,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/10/26,6/10/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Apple Education,Apple Education-Website Design,Website Design,6/10/26,6/10/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/10/26,6/10/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,400
Katrina McHugh,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/10/26,6/10/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,UC Berkeley,UC Berkeley-Website Design,Website Design,6/10/26,6/10/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/10/26,6/10/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/10/26,6/10/26,1:00:00 PM,3:00:00 PM,2,300
Priscilla Vega,Apple Education,Apple Education-Website Design,Website Design,6/10/26,6/10/26,3:00:00 PM,5:00:00 PM,2,300
Alexis Joseph,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,UC Berkeley,UC Berkeley-Website Design,Website Design,6/11/26,6/11/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,800
Ariana Wolf,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Circus Bella,Circus Bella-Website Design,Website Design,6/11/26,6/11/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Bash Please,Bash Please-1-pagers,1-pagers,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/11/26,6/11/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/11/26,6/11/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Amanda Hunt,Amanda Hunt-Book Design,Book Design,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/11/26,6/11/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Zelma Rose,Zelma Rose-Book Design,Book Design,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,UC Berkeley,UC Berkeley-Website Design,Website Design,6/11/26,6/11/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Bash Please,Bash Please-1-pagers,1-pagers,6/11/26,6/11/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/11/26,6/11/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/12/26,6/12/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,UC Berkeley,UC Berkeley-Website Design,Website Design,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,UC Berkeley,UC Berkeley-Website Design,Website Design,6/12/26,6/12/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/12/26,6/12/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Bash Please,Bash Please-1-pagers,1-pagers,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Alameda Health System,Alameda Health System-Website Design,Website Design,6/12/26,6/12/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Zelma Rose,Zelma Rose-Book Design,Book Design,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/12/26,6/12/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Apple Education,Apple Education-Website Design,Website Design,6/12/26,6/12/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/12/26,6/12/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/12/26,6/12/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Alameda Health System,Alameda Health System-Website Design,Website Design,6/15/26,6/15/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/15/26,6/15/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Apple Education,Apple Education-Website Design,Website Design,6/15/26,6/15/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Apple Education,Apple Education-Sales Collateral,Sales Collateral,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,600
Eliza Auseillo,Circus Bella,Circus Bella-Social Graphics,Social Graphics,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Zelma Rose,Zelma Rose-Templates,Templates,6/15/26,6/15/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/15/26,6/15/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,UC Berkeley,UC Berkeley-Website Design,Website Design,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Circus Bella,Circus Bella-Website Design,Website Design,6/15/26,6/15/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Circus Bella,Circus Bella-Marketing Assets,Marketing Assets,6/15/26,6/15/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Zelma Rose,Zelma Rose-Templates,Templates,6/15/26,6/15/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,UC Berkeley,UC Berkeley-Website Design,Website Design,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,SF Design Build,SF Design Build-Website Design,Website Design,6/16/26,6/16/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Lightstep,Lightstep-Business Development/Executive Coaching,Business Development/Executive Coaching,6/16/26,6/16/26,9:00:00 AM,12:00:00 PM,3,600
Ali Lawrence,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/16/26,6/16/26,12:00:00 PM,4:00:00 PM,4,800
Ariana Wolf,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,SF Design Build,SF Design Build-Website Design,Website Design,6/16/26,6/16/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Alameda Health System,Alameda Health System-Infographics,Infographics,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Alameda Health System,Alameda Health System-Website Design,Website Design,6/16/26,6/16/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Zelma Rose,Zelma Rose-Templates,Templates,6/16/26,6/16/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Bash Please,Bash Please-1-pagers,1-pagers,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,Alameda Health System,Alameda Health System-Document & Reports,Document & Reports,6/16/26,6/16/26,1:00:00 PM,6:30:00 PM,5.5,962.5
Matt Meickle,Amanda Hunt,Amanda Hunt-Book Design,Book Design,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/16/26,6/16/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Apple Education,Apple Education-Sales Collateral,Sales Collateral,6/16/26,6/16/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Bash Please,Bash Please-Sales Collateral,Sales Collateral,6/16/26,6/16/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/17/26,6/17/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/17/26,6/17/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Berkeley,UC Berkeley-Presentations,Presentations,6/17/26,6/17/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/17/26,6/17/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/17/26,6/17/26,1:00:00 PM,2:00:00 PM,1,250
Ariana Wolf,Circus Bella,Circus Bella-Website Design,Website Design,6/17/26,6/17/26,2:00:00 PM,5:00:00 PM,3,750
Brittany Luby,Circus Bella,Circus Bella-Marketing Assets,Marketing Assets,6/17/26,6/17/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Bash Please,Bash Please-Sales Collateral,Sales Collateral,6/17/26,6/17/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/17/26,6/17/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Alameda Health System,Alameda Health System-Website Design,Website Design,6/17/26,6/17/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,UC Berkeley,UC Berkeley-Design System Application,Design System Application,6/17/26,6/17/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,6/17/26,6/17/26,1:00:00 PM,5:00:00 PM,4,700
